	stt	time	v	v-bs	fit
	stt0	time0	v0	v-bs0	fit0
46	['found']	486.863	120	65	[0.9975308641975309, 0.9975308641975309, 0.9925925925925926, 0.9975308641975309, 0.9950617283950617, 0.9975308641975309, 'NULL', 0.9975308641975309, 0.9925925925925926, 'NULL', 0.9975308641975309, 1.0]
47	['timeout']	2088.795	260	176	[0.9654320987654321, 0.9950617283950617, 0.9654320987654321, 0.9604938271604938, 0.9654320987654321, 0.9950617283950617, 0.9950617283950617, 0.9901234567901235, 0.9950617283950617, 'NULL', 0.9950617283950617, 0.9950617283950617, 0.9753086419753086, 'NULL', 0.9950617283950617, 0.9950617283950617, 0.9950617283950617, 0.9950617283950617, 'NULL', 'NULL', 0.9901234567901235, 'NULL', 'NULL', 0.9407407407407408, 0.9777777777777777, 0.9753086419753086]
48	['timeout']	1848.468	1820	1102	[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.6666666666666666, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.3333333333333333, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 'NULL', 0.8888888888888888, 0.5555555555555556, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.5555555555555556, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.5555555555555556, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.2222222222222222, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.5555555555555556, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]
49	['found']	153.331	140	95	['NULL', 0.9838709677419355, 'NULL', 0.9838709677419355, 0.9838709677419355, 0.9838709677419355, 0.8064516129032258, 'NULL', 'NULL', 'NULL', 0.9838709677419355, 'NULL', 0.9838709677419355, 1.0]
50	['found']	10.445	20	12	[0.8888888888888888, 1.0]
51	['timeout']	1852.594	1900	1146	[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.6666666666666666, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 'NULL', 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 'NULL', 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.4444444444444444, 0.8888888888888888, 'NULL', 0.3333333333333333, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.2222222222222222, 0.2222222222222222, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.5555555555555556, 0.4444444444444444, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 'NULL', 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 'NULL', 'NULL', 0.5555555555555556, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]
52	['timeout']	2036.86	3810	2801	[0.8378378378378378, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8108108108108109, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 0.8378378378378378, 0.8648648648648649, 'NULL', 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8648648648648649, 0.8378378378378378, 0.8378378378378378, 0.8648648648648649, 0.8648648648648649, 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 0.8648648648648649, 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 'NULL', 0.8648648648648649, 'NULL', 0.8648648648648649, 0.8648648648648649, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 0.8648648648648649, 0.8378378378378378, 0.8648648648648649, 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 0.8648648648648649, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 0.8648648648648649, 0.8378378378378378, 0.8648648648648649, 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8648648648648649, 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 0.8378378378378378, 0.8378378378378378, 0.8648648648648649, 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378, 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 0.8378378378378378, 0.8378378378378378, 'NULL', 'NULL', 0.8648648648648649, 'NULL', 0.8648648648648649, 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 'NULL', 'NULL', 'NULL', 0.8648648648648649, 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8648648648648649, 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 'NULL', 'NULL', 'NULL', 'NULL', 0.8648648648648649, 0.8378378378378378, 0.8648648648648649, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8378378378378378, 0.8378378378378378]
53	['timeout']	2402.849	1010	613	[0.994475138121547, 0.994475138121547, 'NULL', 0.994475138121547, 'NULL', 'NULL', 'NULL', 'NULL', 0.8812154696132597, 0.8812154696132597, 0.9696132596685083, 0.26795580110497236, 0.8756906077348067, 0.994475138121547, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8756906077348067, 0.930939226519337, 'NULL', 'NULL', 'NULL', 0.994475138121547, 'NULL', 'NULL', 'NULL', 0.9696132596685083, 0.9613259668508287, 0.9502762430939227, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8756906077348067, 'NULL', 'NULL', 'NULL', 'NULL', 0.930939226519337, 'NULL', 0.994475138121547, 'NULL', 'NULL', 0.930939226519337, 'NULL', 'NULL', 0.8756906077348067, 0.9696132596685083, 0.9696132596685083, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.994475138121547, 'NULL', 0.9502762430939227, 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.9696132596685083, 'NULL', 0.994475138121547, 'NULL', 0.994475138121547, 'NULL', 0.994475138121547, 'NULL', 'NULL', 'NULL', 0.6132596685082873, 'NULL', 'NULL', 0.6132596685082873, 'NULL', 'NULL', 'NULL', 'NULL', 0.8756906077348067, 'NULL', 'NULL', 0.8756906077348067, 'NULL', 'NULL', 'NULL', 'NULL', 0.994475138121547, 0.8729281767955801, 'NULL', 0.994475138121547, 0.994475138121547]
54	[]	2400.163	40	24	[0.9512195121951219, 0.0, 0.9512195121951219, 0.926829268292683]
55	['timeout']	2074.936	2110	1268	['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 0.8771929824561403, 'NULL', 'NULL', 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.7894736842105263, 0.8771929824561403, 0.8771929824561403, 0.7894736842105263, 0.8771929824561403, 0.7894736842105263, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8421052631578947, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8771929824561403, 'NULL', 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.7719298245614035, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.7719298245614035, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8245614035087719, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8421052631578947, 0.8421052631578947, 0.8245614035087719, 0.8421052631578947, 0.8771929824561403, 0.8421052631578947, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.7719298245614035, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.7719298245614035, 0.8771929824561403, 0.8771929824561403, 0.7719298245614035, 0.8421052631578947, 0.7894736842105263, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.7719298245614035, 0.8771929824561403, 'NULL', 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8421052631578947, 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.7894736842105263, 0.8771929824561403, 'NULL', 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403, 0.8771929824561403]
56	['timeout']	1863.071	3120	1889	[0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.0, 0.8, 0.8, 0.0, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.0, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.0, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 'NULL', 0.8]
