	stt	time	v	v-bs	era	fit
	stt0	time0	v0	v-bs0	era0	fit0
1	['timeout']	4001.529	4560	2953	456	[0.0, 0.0, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307, 0.9807692307692307]
2	['found']	215.248	230	162	23	[0.875, 0.875, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 1.0]
3	['timeout']	4001.406	8780	5957	878	[0.0, 0.0, 0.9024390243902439, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561, 0.975609756097561]
