	stt	time	v	v-bs	fit
	stt0	time0	v0	v-bs0	fit0
34	['timeout']	1974.309	5230	3402	[0, 0.9230769230769231, 0.5384615384615384, 0.9230769230769231, 0.7692307692307693, 0.9230769230769231, 0.6923076923076923, 0.6923076923076923, 0.6153846153846154, 0, 0.38461538461538464, 0.9230769230769231, 0, 0, 0.6923076923076923, 0, 0.5384615384615384, 0.5384615384615384, 0.38461538461538464, 0.7692307692307693, 0.6923076923076923, 0, 0.6923076923076923, 0.5384615384615384, 0, 0.6923076923076923, 0.9230769230769231, 0.7692307692307693, 0.7692307692307693, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.7692307692307693, 0.5384615384615384, 0.6923076923076923, 0, 0.9230769230769231, 0, 0, 0.8461538461538461, 0.9230769230769231, 0.7692307692307693, 0.38461538461538464, 0.9230769230769231, 0, 0.9230769230769231, 0.6923076923076923, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.6923076923076923, 0.8461538461538461, 0.7692307692307693, 0, 0.9230769230769231, 0.23076923076923078, 0.9230769230769231, 0, 0, 0.7692307692307693, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.8461538461538461, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 0, 0, 0, 0.6153846153846154, 0, 0, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0, 0, 0, 0.38461538461538464, 0, 0, 0.5384615384615384, 0, 0, 0.38461538461538464, 0, 0, 0, 0.9230769230769231, 0.38461538461538464, 0, 0.9230769230769231, 0.38461538461538464, 0, 0.9230769230769231, 0.38461538461538464, 0.6153846153846154, 0.9230769230769231, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.38461538461538464, 0.9230769230769231, 0, 0.9230769230769231, 0, 0.9230769230769231, 0, 0.9230769230769231, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.6923076923076923, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.38461538461538464, 0, 0.9230769230769231, 0.9230769230769231, 0, 0, 0, 0, 0.9230769230769231, 0, 0.9230769230769231, 0.5384615384615384, 0, 0.38461538461538464, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.23076923076923078, 0.9230769230769231, 0, 0.5384615384615384, 0.9230769230769231, 0.6923076923076923, 0.9230769230769231, 0.8461538461538461, 0, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 0.6153846153846154, 0.9230769230769231, 0.38461538461538464, 0, 0, 0, 0, 0.5384615384615384, 0, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0, 0.23076923076923078, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0.9230769230769231, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.38461538461538464, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0.7692307692307693, 0, 0.7692307692307693, 0.6923076923076923, 0.9230769230769231, 0.6923076923076923, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0, 0.6153846153846154, 0, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.6923076923076923, 0, 0.7692307692307693, 0.6923076923076923, 0.9230769230769231, 0.6923076923076923, 0.7692307692307693, 0, 0, 0.38461538461538464, 0.6153846153846154, 0.7692307692307693, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0, 0, 0.9230769230769231, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.7692307692307693, 0.9230769230769231, 0, 0, 0.9230769230769231, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.7692307692307693, 0.9230769230769231, 0.6153846153846154, 0.6153846153846154, 0.9230769230769231, 0.6153846153846154, 0, 0.6923076923076923, 0.6923076923076923, 0.38461538461538464, 0.9230769230769231, 0.38461538461538464, 0.9230769230769231, 0.8461538461538461, 0.9230769230769231, 0.7692307692307693, 0.6923076923076923, 0.9230769230769231, 0.38461538461538464, 0.9230769230769231, 0, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.6153846153846154, 0, 0, 0.9230769230769231, 0.7692307692307693, 0.9230769230769231, 0.9230769230769231, 0.7692307692307693, 0, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.6923076923076923, 0.6153846153846154, 0, 0.9230769230769231, 0.9230769230769231, 0, 0.6923076923076923, 0.9230769230769231, 0.6153846153846154, 0, 0.7692307692307693, 0, 0, 0.9230769230769231, 0, 0.9230769230769231, 0, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0.6153846153846154, 0, 0.38461538461538464, 0.6923076923076923, 0.6153846153846154, 0.5384615384615384, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.8461538461538461, 0.6923076923076923, 0, 0, 0.23076923076923078, 0, 0.6153846153846154, 0.6153846153846154, 0.23076923076923078, 0, 0.6923076923076923, 0, 0.8461538461538461, 0, 0.6923076923076923, 0, 0.7692307692307693, 0.6923076923076923, 0.9230769230769231, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0, 0, 0.23076923076923078, 0, 0, 0, 0, 0.38461538461538464, 0.6153846153846154, 0, 0, 0, 0.7692307692307693, 0.6923076923076923, 0, 0.7692307692307693, 0, 0, 0, 0, 0.9230769230769231, 0, 0.8461538461538461, 0, 0, 0, 0.6153846153846154, 0, 0.9230769230769231, 0.6923076923076923, 0, 0, 0.38461538461538464, 0.5384615384615384, 0.38461538461538464, 0.8461538461538461, 0, 0, 0, 0, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.5384615384615384, 0.9230769230769231, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 0, 0.23076923076923078, 0, 0.7692307692307693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9230769230769231, 0.38461538461538464, 0.38461538461538464, 0, 0, 0, 0.9230769230769231, 0.6153846153846154, 0.7692307692307693, 0.8461538461538461, 0.9230769230769231, 0, 0.6923076923076923, 0.7692307692307693, 0.5384615384615384, 0.9230769230769231, 0.6923076923076923, 0.6153846153846154, 0, 0.7692307692307693, 0.5384615384615384, 0, 0, 0.6923076923076923, 0.9230769230769231, 0.6923076923076923, 0, 0.38461538461538464, 0.6923076923076923, 0, 0, 0, 0.9230769230769231, 0, 0.6923076923076923, 0, 0, 0, 0, 0.5384615384615384, 0, 0.23076923076923078, 0, 0.9230769230769231, 0.8461538461538461, 0, 0, 0, 0.9230769230769231, 0, 0, 0.9230769230769231, 0.38461538461538464, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0.38461538461538464, 0.6153846153846154, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.6923076923076923, 0.9230769230769231, 0.7692307692307693, 0.5384615384615384, 0.9230769230769231, 0, 0.9230769230769231, 0, 0, 0, 0, 0, 0.9230769230769231, 0.9230769230769231, 0, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 0.38461538461538464, 0, 0.9230769230769231, 0.6153846153846154, 0, 0.6923076923076923, 0.9230769230769231, 0, 0.9230769230769231, 0, 0, 0, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0, 0.9230769230769231, 0, 0.9230769230769231, 0.38461538461538464, 0.23076923076923078, 0.9230769230769231, 0.3076923076923077, 0, 0, 0.7692307692307693, 0.9230769230769231, 0.7692307692307693, 0.6923076923076923, 0, 0.6923076923076923, 0.9230769230769231, 0.38461538461538464]
35	['found']	1089.928	10770	4606	[0.5, 0.5, 0, 0.5, 0.5, 0.5, 0, 0.5, 0, 0.5, 0, 0.5, 0.375, 0.375, 0.5, 0, 0.5, 0.5, 0.375, 0.375, 0.5, 0.375, 0.5, 0.375, 0, 0.5, 0.5, 0, 0.5, 0.375, 0.5, 0.5, 0.5, 0, 0, 0.5, 0, 0.375, 0.375, 0, 0, 0, 0.375, 0.5, 0, 0, 0, 0, 0.375, 0, 0.5, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0, 0.5, 0.5, 0, 0.5, 0.5, 0.375, 0, 0.25, 0.5, 0.5, 0.5, 0, 0, 0.25, 0.375, 0, 0.375, 0, 0.375, 0, 0.375, 0.5, 0, 0, 0, 0.375, 0, 0, 0, 0, 0.375, 0.375, 0.375, 0.375, 0.375, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.375, 0.375, 0, 0.5, 0, 0.5, 0.5, 0, 0.5, 0.5, 0, 0, 0.5, 0, 0.5, 0.375, 0, 0, 0, 0.375, 0, 0.375, 0, 0, 0, 0, 0.25, 0, 0.5, 0, 0.375, 0, 0, 0, 0, 0.5, 0, 0, 0.375, 0.5, 0, 0, 0.5, 0.5, 0, 0, 0, 0.5, 0.375, 0.25, 0, 0.5, 0.5, 0, 0, 0.5, 0, 0.5, 0, 0.5, 0.375, 0.5, 0.5, 0.375, 0.375, 0, 0, 0, 0.5, 0, 0.375, 0, 0.5, 0.375, 0.5, 0, 0, 0.5, 0.375, 0.375, 0, 0, 0.5, 0, 0, 0, 0, 0, 0.375, 0, 0.25, 0, 0, 0.5, 0, 0, 0, 0, 0.375, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0, 0.5, 0, 0, 0.5, 0, 0.5, 0.375, 0, 0.5, 0.5, 0.375, 0, 0, 0.5, 0, 0, 0, 0, 0.375, 0.5, 0.375, 0.5, 0, 0, 0, 0, 0, 0.5, 0, 0.5, 0.375, 0, 0, 0.375, 0.375, 0.375, 0.5, 0.5, 0.5, 0, 0.375, 0.375, 0.5, 0, 0, 0.375, 0.375, 0, 0.375, 0, 0.5, 0, 0, 0.375, 0, 0.375, 0.5, 0, 0.5, 0, 0, 0.5, 0.375, 0, 0.5, 0.5, 0, 0.5, 0.5, 0.5, 0, 0.5, 0, 0, 0.5, 0.5, 0.5, 0, 0.5, 0.5, 0.5, 0.5, 0, 0.375, 0.5, 0.5, 0.5, 0.375, 0.5, 0, 0.5, 0.5, 0.5, 0.5, 0, 0.25, 0.5, 0, 0, 0.375, 0.5, 0, 0, 0.5, 0, 0.5, 0.5, 0.5, 0.5, 0.375, 0, 0.5, 0.5, 0.5, 0.375, 0, 0.5, 0, 0.5, 0, 0, 0, 0.375, 0, 0.375, 0.375, 0, 0, 0.375, 0, 0, 0.5, 0.375, 0.375, 0, 0, 0.5, 0.5, 0, 0.5, 0, 0.375, 0.375, 0.375, 0, 0, 0, 0.375, 0, 0, 0.5, 0.5, 0.375, 0, 0.5, 0.5, 0, 0.5, 0.5, 0.25, 0.25, 0, 0.5, 0, 0, 0, 0.5, 0.25, 0, 0.375, 0.5, 0.5, 0.375, 0.5, 0.5, 0, 0, 0, 0.5, 0.375, 0, 0, 0.375, 0, 0, 0, 0.375, 0.375, 0.375, 0, 0, 0, 0, 0.375, 0, 0, 0.375, 0, 0, 0, 0, 0.5, 0, 0.5, 0.5, 0.375, 0.375, 0, 0, 0.375, 0, 0, 0.5, 0, 0.5, 0, 0, 0, 0, 0.5, 0, 0.5, 0, 0, 0.375, 0, 0, 0, 0.5, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0.25, 0.5, 0, 0.5, 0, 0, 0, 0, 0, 0, 0.375, 0.375, 0, 0.5, 0, 0, 0, 0, 0, 0.5, 0.5, 0, 0.375, 0.375, 0, 0, 0, 0, 0, 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0.5, 0.5, 0, 0, 0.5, 0, 0.375, 0, 0, 0, 0, 0.375, 0.25, 0, 0.375, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0.375, 0.375, 0.5, 0, 0, 0, 0.375, 0.5, 0, 0, 0, 0, 0.375, 0, 0, 0, 0.25, 0, 0.375, 0, 0, 0, 0, 0, 0.25, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0.375, 0.375, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0.375, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.375, 0.5, 0, 0, 0, 0.25, 0.5, 0, 0.5, 0.25, 0, 0, 0, 0, 0.25, 0, 0, 0.25, 0.5, 0.5, 0, 0.5, 0, 0.375, 0, 0.5, 0, 0, 0, 0, 0.375, 0.375, 0.5, 0.375, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.375, 0, 0.375, 0, 0.375, 0.5, 0, 0.5, 0, 0.5, 0, 0.5, 0, 0, 0.5, 0, 0.5, 0, 0.375, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0.375, 0, 0, 0, 0.375, 0, 0.5, 0.375, 0.375, 0, 0, 0.5, 0.375, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0, 0.75, 0.75, 0, 0, 0.75, 0, 0, 0.75, 0.75, 0.75, 0.75, 0.75, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0.75, 0, 0.75, 0, 0.75, 0, 0, 0.625, 0.75, 0, 0, 0.75, 0.625, 0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0.75, 0.625, 0, 0.75, 0.75, 0.25, 0.75, 0.625, 0.75, 0.625, 0.75, 0.75, 0, 0.75, 0.625, 0.75, 0, 0, 0, 0, 0, 0.75, 0, 0, 0, 0.75, 0.75, 0, 0.75, 0.75, 0, 0, 0.625, 0, 0, 0.75, 0, 0, 0, 0, 0.25, 0, 0.75, 0, 0.75, 0, 0, 0, 0, 0, 0, 0.75, 0.75, 0.75, 0.75, 0, 0.75, 0, 0, 0, 0, 0.625, 0.75, 0.75, 0, 0.75, 0.75, 0, 0, 0, 1.0]
36	['timeout']	2403.109	1450	858	[0.9609375, 0.4921875, 0.9609375, 0.984375, 0, 0, 0.9765625, 0.9609375, 0.9765625, 0, 0.9609375, 0.9765625, 0.921875, 0.8984375, 0.9296875, 0, 0, 0.9765625, 0.9140625, 0, 0.9765625, 0.9765625, 0.96875, 0, 0.9765625, 0, 0.9765625, 0.953125, 0.9765625, 0, 0, 0.9296875, 0.921875, 0, 0.9296875, 0.9609375, 0, 0, 0.9296875, 0.0, 0.9140625, 0, 0, 0.9765625, 0, 0.90625, 0, 0.9765625, 0, 0.984375, 0, 0, 0.984375, 0, 0, 0, 0.9765625, 0.9765625, 0.9296875, 0, 0, 0, 0.4921875, 0, 0.984375, 0.984375, 0.984375, 0, 0, 0, 0, 0, 0, 0, 0.9765625, 0.984375, 0, 0.9609375, 0, 0, 0, 0.984375, 0, 0.984375, 0.9765625, 0, 0, 0, 0, 0.9296875, 0.9765625, 0, 0, 0, 0.96875, 0.4921875, 0, 0, 0.9765625, 0, 0, 0, 0, 0.984375, 0, 0, 0, 0, 0.9609375, 0, 0, 0.984375, 0, 0.96875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4921875, 0.9765625, 0, 0, 0.984375, 0, 0, 0.9765625, 0, 0, 0, 0, 0.9765625, 0.984375, 0, 0, 0.90625, 0, 0.0, 0, 0, 0.984375]
37	['timeout']	2006.993	140	93	[0, 0.971830985915493, 0.971830985915493, 0.960093896713615, 0.971830985915493, 0.9530516431924883, 0.971830985915493, 0.9530516431924883, 0.9342723004694836, 0, 0, 0.9530516431924883, 0.971830985915493, 0.9624413145539906]
38	['timeout']	1840.907	1360	815	[0.5263157894736842, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0, 0.5789473684210527, 0.8947368421052632, 0.47368421052631576, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.3157894736842105, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.3157894736842105, 0.9473684210526315, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.2631578947368421, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0, 0.8947368421052632, 0.21052631578947367, 0.8947368421052632, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.8947368421052632, 0.2631578947368421, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8421052631578947, 0.9473684210526315, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.8947368421052632, 0.9473684210526315, 0.7894736842105263, 0.9473684210526315, 0.2631578947368421, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.7894736842105263, 0.9473684210526315, 0.9473684210526315, 0, 0, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.3157894736842105, 0.9473684210526315, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315]
39	['timeout']	1887.234	970	571	[0.9615384615384616, 0.5, 0.5, 0.46153846153846156, 0.9615384615384616, 0.46153846153846156, 0.9615384615384616, 0.9615384615384616, 0.11538461538461539, 0.9615384615384616, 0.9615384615384616, 0.15384615384615385, 0.9615384615384616, 0.2692307692307692, 0.9615384615384616, 0.8846153846153846, 0.3076923076923077, 0.9615384615384616, 0.11538461538461539, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.15384615384615385, 0.6923076923076923, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.11538461538461539, 0.9615384615384616, 0.11538461538461539, 0.15384615384615385, 0.9615384615384616, 0.8846153846153846, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.6153846153846154, 0.9615384615384616, 0.9615384615384616, 0.9230769230769231, 0.9615384615384616, 0.9615384615384616, 0.6153846153846154, 0.5, 0.9615384615384616, 0.9615384615384616, 0.8076923076923077, 0.9615384615384616, 0.9615384615384616, 0, 0, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.8461538461538461, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0, 0, 0.9615384615384616, 0, 0.9230769230769231, 0.9615384615384616, 0.6153846153846154, 0.46153846153846156, 0.9615384615384616, 0, 0.9615384615384616, 0.11538461538461539, 0.15384615384615385, 0.9615384615384616, 0, 0.9615384615384616, 0.15384615384615385, 0, 0.9615384615384616, 0.15384615384615385, 0.9615384615384616, 0.6153846153846154, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0, 0, 0.9615384615384616, 0.9615384615384616, 0.38461538461538464, 0.9615384615384616, 0.9615384615384616, 0.9615384615384616, 0.15384615384615385]
40	['found']	29.262	10	6	[1.0]
41	['timeout']	2401.768	2310	1349	[0.8, 0.76, 0.8, 0.8, 0.76, 0.96, 0.96, 0.8, 0.96, 0.84, 0.76, 0, 0.96, 0.96, 0.8, 0, 0.8, 0, 0.96, 0.96, 0, 0, 0.76, 0.96, 0, 0.76, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0, 0.96, 0.96, 0.96, 0.8, 0, 0.96, 0.76, 0.96, 0.96, 0.96, 0.96, 0, 0.96, 0.96, 0.96, 0.96, 0.76, 0.96, 0, 0.96, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.8, 0.96, 0.96, 0.8, 0.8, 0.96, 0.96, 0.96, 0.76, 0, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.96, 0, 0.96, 0.8, 0.96, 0.96, 0.96, 0.96, 0, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.84, 0, 0.96, 0.96, 0.8, 0.96, 0, 0.0, 0.76, 0.8, 0.96, 0.76, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.8, 0.96, 0.96, 0, 0, 0.92, 0.96, 0.96, 0.96, 0.96, 0.96, 0.84, 0, 0.96, 0.96, 0.96, 0.96, 0.8, 0, 0.96, 0.8, 0.76, 0.96, 0.96, 0.96, 0.96, 0, 0.96, 0, 0, 0.96, 0.8, 0.56, 0.8, 0, 0.96, 0.96, 0, 0, 0.96, 0.96, 0, 0.96, 0.96, 0, 0.96, 0.96, 0.96, 0, 0.8, 0, 0.76, 0.96, 0.96, 0, 0.76, 0.8, 0.96, 0.96, 0.96, 0.92, 0.96, 0, 0.96, 0.8, 0.76, 0.8, 0.56, 0, 0.8, 0.96, 0, 0.8, 0.96, 0.96, 0.92, 0.96, 0, 0.8, 0, 0.8, 0.96, 0.96, 0.96, 0.76, 0.96, 0.8, 0, 0.8, 0, 0.96, 0, 0.76, 0, 0.96, 0, 0, 0.96, 0.96, 0.96, 0.96]
42	['timeout']	2418.645	990	618	[0, 0.5949367088607594, 0.569620253164557, 0.9746835443037974, 0.569620253164557, 0.0, 0.4936708860759494, 0.569620253164557, 0, 0, 0.2911392405063291, 0.5949367088607594, 0, 0.5822784810126582, 0.0, 0.0, 0.5949367088607594, 0.9746835443037974, 0.5949367088607594, 0.05063291139240506, 0.9746835443037974, 0.9746835443037974, 0.9746835443037974, 0.8987341772151899, 0.1518987341772152, 0.43037974683544306, 0, 0.9746835443037974, 0, 0.9746835443037974, 0.9746835443037974, 0, 0.2911392405063291, 0, 0.9746835443037974, 0, 0.3291139240506329, 0.5949367088607594, 0.9746835443037974, 0.9746835443037974, 0.620253164556962, 0.2911392405063291, 0.9746835443037974, 0.10126582278481013, 0, 0.9746835443037974, 0.9746835443037974, 0.9746835443037974, 0.9746835443037974, 0.24050632911392406, 0.9746835443037974, 0, 0, 0, 0.9746835443037974, 0.10126582278481013, 0.06329113924050633, 0.06329113924050633, 0.12658227848101267, 0.4177215189873418, 0.6329113924050633, 0.17721518987341772, 0.11392405063291139, 0.7974683544303798, 0.8987341772151899, 0, 0.5949367088607594, 0.7848101265822784, 0.9746835443037974, 0, 0.5949367088607594, 0.9746835443037974, 0, 0.9746835443037974, 0.9746835443037974, 0.9746835443037974, 0.9746835443037974, 0, 0.9746835443037974, 0.9746835443037974, 0.9746835443037974, 0, 0.620253164556962, 0, 0.08860759493670886, 0.31645569620253167, 0.9746835443037974, 0, 0.06329113924050633, 0.189873417721519, 0.9746835443037974, 0.10126582278481013, 0.0, 0.9746835443037974, 0.6835443037974683, 0.9746835443037974, 0, 0, 0.9746835443037974]
43	['timeout']	2403.329	640	388	[0.958904109589041, 0.958904109589041, 0.958904109589041, 0.958904109589041, 0.958904109589041, 0.9726027397260274, 0.9726027397260274, 0, 0.9726027397260274, 0.9726027397260274, 0, 0.9726027397260274, 0, 0.9726027397260274, 0.9726027397260274, 0, 0, 0.9726027397260274, 0.9726027397260274, 0.9726027397260274, 0.9726027397260274, 0.9726027397260274, 0, 0, 0.9726027397260274, 0.9726027397260274, 0.9726027397260274, 0, 0, 0.9726027397260274, 0.9657534246575342, 0.9863013698630136, 0.9726027397260274, 0, 0, 0.9863013698630136, 0.9726027397260274, 0.9863013698630136, 0.9863013698630136, 0, 0.9863013698630136, 0, 0, 0.9726027397260274, 0.9863013698630136, 0.9863013698630136, 0, 0, 0, 0.9452054794520548, 0.9863013698630136, 0, 0.9863013698630136, 0.9863013698630136, 0, 0.9794520547945206, 0.9863013698630136, 0.9863013698630136, 0.9863013698630136, 0.9863013698630136, 0, 0.9863013698630136, 0.9863013698630136, 0.9863013698630136]
