	stt	time	v	v-bs	fit
	stt0	time0	v0	v-bs0	fit0
20	['found']	31.308	20	13	[0.9583333333333334, 1.0]
21	['timeout']	2038.191	4610	2954	[0.0, 0, 0, 0.6666666666666666, 0.8333333333333334, 0.75, 0, 0.25, 0.8333333333333334, 0.75, 0.8333333333333334, 0.75, 0.75, 0.75, 0.75, 0, 0, 0.0, 0, 0.8333333333333334, 0.75, 0.8333333333333334, 0.25, 0, 0, 0, 0.0, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.8333333333333334, 0.25, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0, 0, 0.75, 0, 0, 0.75, 0.6666666666666666, 0.0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.3333333333333333, 0, 0.8333333333333334, 0, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0.75, 0.8333333333333334, 0, 0, 0.75, 0, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0, 0.8333333333333334, 0.5, 0, 0, 0.75, 0.8333333333333334, 0.8333333333333334, 0.75, 0.0, 0.25, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.25, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.75, 0, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.8333333333333334, 0, 0.0, 0.8333333333333334, 0.6666666666666666, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.0, 0.8333333333333334, 0, 0.75, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.0, 0, 0, 0.8333333333333334, 0, 0, 0.75, 0.8333333333333334, 0.16666666666666666, 0.0, 0, 0.75, 0.8333333333333334, 0.8333333333333334, 0, 0.75, 0.6666666666666666, 0, 0.8333333333333334, 0.5, 0.8333333333333334, 0, 0.75, 0, 0, 0.75, 0, 0.8333333333333334, 0, 0, 0, 0, 0.25, 0.8333333333333334, 0, 0.8333333333333334, 0.75, 0.3333333333333333, 0.0, 0.75, 0.8333333333333334, 0.0, 0.8333333333333334, 0, 0.75, 0.0, 0.8333333333333334, 0.0, 0, 0, 0, 0, 0, 0, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.75, 0, 0, 0, 0, 0.75, 0, 0, 0.8333333333333334, 0.25, 0.8333333333333334, 0, 0, 0.8333333333333334, 0, 0.8333333333333334, 0, 0.8333333333333334, 0, 0, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.5833333333333334, 0, 0, 0.16666666666666666, 0.0, 0.8333333333333334, 0, 0.8333333333333334, 0.75, 0.0, 0, 0.8333333333333334, 0, 0, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0, 0.8333333333333334, 0, 0.8333333333333334, 0.16666666666666666, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0, 0, 0.5833333333333334, 0.8333333333333334, 0, 0, 0, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0.75, 0, 0, 0.8333333333333334, 0, 0, 0, 0, 0, 0.8333333333333334, 0, 0, 0.8333333333333334, 0, 0.0, 0, 0.25, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.8333333333333334, 0.5833333333333334, 0.8333333333333334, 0, 0, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0.75, 0, 0.75, 0.8333333333333334, 0, 0.0, 0.8333333333333334, 0, 0.8333333333333334, 0.75, 0.8333333333333334, 0.75, 0.8333333333333334, 0.25, 0, 0, 0.0, 0, 0, 0.8333333333333334, 0.25, 0.8333333333333334, 0, 0, 0, 0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.0, 0, 0.8333333333333334, 0.5833333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 0, 0.8333333333333334, 0.5, 0.0, 0.75, 0, 0, 0, 0.75, 0, 0.8333333333333334, 0.75, 0.8333333333333334, 0, 0.75, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0, 0, 0.25, 0, 0, 0.75, 0, 0.8333333333333334, 0.75, 0.75, 0.5, 0.8333333333333334, 0.8333333333333334, 0, 0, 0, 0, 0, 0.8333333333333334, 0, 0.0, 0, 0.75, 0, 0.8333333333333334, 0.75, 0.0, 0, 0, 0.75, 0, 0.25, 0.8333333333333334, 0, 0, 0, 0, 0.0, 0.8333333333333334, 0, 0, 0.8333333333333334, 0, 0.6666666666666666, 0, 0, 0.75, 0.8333333333333334, 0, 0, 0.0, 0.0, 0, 0.8333333333333334, 0.0, 0.8333333333333334, 0.75, 0.0, 0.0, 0, 0.8333333333333334, 0, 0.75, 0.75, 0, 0, 0.8333333333333334, 0, 0.75, 0.8333333333333334, 0, 0.8333333333333334, 0, 0.25, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0, 0.8333333333333334, 0, 0.8333333333333334, 0, 0.0, 0, 0.25, 0.75, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0.8333333333333334, 0.75, 0.75, 0.75, 0.8333333333333334, 0.6666666666666666]
22	['found']	848.333	1590	1057	[0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0, 0.9148936170212766, 0.9574468085106383, 0, 0, 0.9574468085106383, 0.0, 0.9574468085106383, 0.9574468085106383, 0, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.9574468085106383, 0.851063829787234, 0.9574468085106383, 0.9574468085106383, 0.9787234042553191, 0.9574468085106383, 0.9148936170212766, 0.9574468085106383, 0, 0.9574468085106383, 0.9148936170212766, 0.9574468085106383, 0, 0.9787234042553191, 0.9787234042553191, 0.9361702127659575, 0, 0.9787234042553191, 0, 0.9574468085106383, 0.9787234042553191, 0.9361702127659575, 0, 0.9574468085106383, 0.9361702127659575, 0.9787234042553191, 0.9574468085106383, 0.9787234042553191, 0.9787234042553191, 0.9361702127659575, 0, 0.9787234042553191, 0, 0, 0, 0, 0.9787234042553191, 0, 0.9787234042553191, 0.9361702127659575, 0, 0, 0, 0, 0.9787234042553191, 0, 0, 0.9574468085106383, 0.9787234042553191, 0.9361702127659575, 0.9361702127659575, 0.9361702127659575, 0, 0.9787234042553191, 0, 0, 0, 0, 0.9361702127659575, 0.9148936170212766, 0.9574468085106383, 0, 0, 0.9787234042553191, 0.9787234042553191, 0.9361702127659575, 0, 0, 0, 0, 0.9787234042553191, 0, 0.9787234042553191, 0, 0.9787234042553191, 0.9361702127659575, 0.9787234042553191, 0.9574468085106383, 0.9148936170212766, 0.9787234042553191, 0.0, 0.9787234042553191, 0.9574468085106383, 0.9787234042553191, 0.9787234042553191, 0, 0, 0.9361702127659575, 0.9787234042553191, 0.9361702127659575, 0.9787234042553191, 0.9787234042553191, 0.9361702127659575, 0, 0, 0, 0.9787234042553191, 0, 0.9361702127659575, 0, 0.0, 0, 0, 0.9574468085106383, 0, 0.9787234042553191, 0.9787234042553191, 0, 0.9787234042553191, 0.9361702127659575, 0, 0, 0, 0, 0, 0.9787234042553191, 0, 0, 0.9787234042553191, 0.9361702127659575, 0.9574468085106383, 0.0, 0.9361702127659575, 0.9787234042553191, 0, 0.9574468085106383, 0.9787234042553191, 0.9787234042553191, 0, 0, 0, 0.9787234042553191, 0, 0, 0, 0.9361702127659575, 0.9574468085106383, 0, 1.0]
23	['found']	497.769	450	310	[0.9642857142857143, 0.9642857142857143, 0, 0.39285714285714285, 0.7142857142857143, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.8928571428571429, 0.9642857142857143, 0.9642857142857143, 0, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0, 0, 0, 0.8571428571428571, 0.9642857142857143, 0.9642857142857143, 0, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0, 0.9642857142857143, 0.9642857142857143, 0.6785714285714286, 0.5357142857142857, 0.9642857142857143, 0.7857142857142857, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.7142857142857143, 0.6785714285714286, 0, 0.9642857142857143, 0.9642857142857143, 1.0]
24	['found']	14.063	10	6	[1.0]
25	['timeout']	2400.413	2460	1635	[0.9473684210526315, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 0.10526315789473684, 0, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.2631578947368421, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.5263157894736842, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.2631578947368421, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.21052631578947367, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.2631578947368421, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.9473684210526315, 0, 0, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 0.5263157894736842, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0.9473684210526315, 0.5263157894736842, 0.9473684210526315, 0, 0, 0, 0.9473684210526315, 0.9473684210526315, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.21052631578947367, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0, 0.9473684210526315, 0, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.6842105263157895, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.5263157894736842, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.9473684210526315, 0.10526315789473684, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0, 0.5263157894736842, 0.9473684210526315, 0, 0.9473684210526315, 0, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0, 0, 0.5263157894736842]
26	['timeout']	2300.729	1020	655	[0.9896907216494846, 0.9896907216494846, 0, 0, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0, 0.9896907216494846, 0.9896907216494846, 0, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0, 0, 0.9381443298969072, 0.979381443298969, 0.9896907216494846, 0.9896907216494846, 0.9381443298969072, 0.9896907216494846, 0, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9381443298969072, 0, 0, 0, 0, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0, 0.9896907216494846, 0.9896907216494846, 0.9381443298969072, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9381443298969072, 0.9896907216494846, 0.9896907216494846, 0, 0.9278350515463918, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9381443298969072, 0, 0.9896907216494846, 0.9381443298969072, 0, 0, 0.9896907216494846, 0, 0.9896907216494846, 0, 0, 0.979381443298969, 0.9896907216494846, 0.979381443298969, 0, 0, 0.9381443298969072, 0.9278350515463918, 0.9896907216494846, 0, 0.9896907216494846, 0, 0.9278350515463918, 0.9896907216494846, 0.9381443298969072, 0.9896907216494846, 0.979381443298969, 0.9381443298969072, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.979381443298969, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9896907216494846, 0.9381443298969072, 0, 0.9896907216494846, 0, 0, 0.9381443298969072]
27	['timeout']	2338.686	1770	1031	[0.7731958762886598, 0.7731958762886598, 0.7731958762886598, 0.7731958762886598, 0.7525773195876289, 0.979381443298969, 0.9484536082474226, 0.9381443298969072, 0.979381443298969, 0.0, 0.979381443298969, 0.979381443298969, 0.979381443298969, 0, 0.979381443298969, 0.9896907216494846, 0, 0.9690721649484536, 0.979381443298969, 0.0, 0, 0, 0.979381443298969, 0, 0, 0, 0.979381443298969, 0, 0.979381443298969, 0.979381443298969, 0, 0, 0.979381443298969, 0, 0.979381443298969, 0.0, 0, 0, 0, 0, 0, 0.0, 0.979381443298969, 0.979381443298969, 0, 0, 0, 0, 0.979381443298969, 0.979381443298969, 0, 0.979381443298969, 0, 0.979381443298969, 0, 0, 0, 0, 0, 0, 0.7731958762886598, 0.7628865979381443, 0, 0, 0.979381443298969, 0.979381443298969, 0.0, 0, 0, 0.979381443298969, 0.979381443298969, 0.979381443298969, 0, 0, 0, 0.979381443298969, 0.9484536082474226, 0.979381443298969, 0, 0, 0, 0, 0.979381443298969, 0, 0, 0, 0.979381443298969, 0, 0, 0.979381443298969, 0, 0.0, 0.979381443298969, 0, 0, 0, 0, 0, 0.979381443298969, 0.9896907216494846, 0.979381443298969, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0.979381443298969, 0, 0, 0, 0, 0.979381443298969, 0, 0.9484536082474226, 0, 0, 0, 0, 0, 0.0, 0.0, 0.9896907216494846, 0.0, 0, 0.979381443298969, 0, 0, 0.9896907216494846, 0, 0, 0, 0.9484536082474226, 0, 0.0, 0, 0, 0.0, 0.0, 0.979381443298969, 0.0, 0, 0.0, 0.8350515463917526, 0.0, 0.0, 0, 0, 0.9587628865979382, 0, 0, 0.979381443298969, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0.979381443298969, 0.9587628865979382, 0, 0, 0, 0.979381443298969, 0.8350515463917526, 0, 0.979381443298969, 0, 0.979381443298969]
28	['found']	95.446	100	69	[0.24444444444444444, 0.8666666666666667, 0.9666666666666667, 0.24444444444444444, 0, 0, 0.9666666666666667, 0.8666666666666667, 0.9666666666666667, 1.0]
29	['timeout']	2302.678	860	579	[0.9529411764705882, 0.9647058823529412, 0.9647058823529412, 0.8705882352941177, 0.9529411764705882, 0, 0.9647058823529412, 0.9176470588235294, 0.9647058823529412, 0.9647058823529412, 0.9176470588235294, 0.9529411764705882, 0.9647058823529412, 0.9529411764705882, 0.9647058823529412, 0.9529411764705882, 0.9647058823529412, 0.8705882352941177, 0.9176470588235294, 0, 0, 0.8588235294117647, 0.9647058823529412, 0, 0, 0.9647058823529412, 0.9529411764705882, 0.9176470588235294, 0.9647058823529412, 0.9647058823529412, 0, 0.9176470588235294, 0.9647058823529412, 0.8705882352941177, 0.9176470588235294, 0.8588235294117647, 0, 0.9529411764705882, 0.9647058823529412, 0.9647058823529412, 0.9176470588235294, 0.8705882352941177, 0, 0.9529411764705882, 0.9647058823529412, 0.9647058823529412, 0.9647058823529412, 0.9529411764705882, 0.9647058823529412, 0.8117647058823529, 0.9176470588235294, 0, 0.9176470588235294, 0.9411764705882353, 0, 0.9647058823529412, 0, 0.9647058823529412, 0.9647058823529412, 0.9529411764705882, 0.9647058823529412, 0.9647058823529412, 0.9176470588235294, 0.9176470588235294, 0.9647058823529412, 0, 0.9647058823529412, 0.9411764705882353, 0, 0.9294117647058824, 0.9647058823529412, 0.9647058823529412, 0.9176470588235294, 0.9647058823529412, 0.9647058823529412, 0.9647058823529412, 0.9647058823529412, 0, 0.8705882352941177, 0, 0.9647058823529412, 0.9411764705882353, 0.9176470588235294, 0.9647058823529412, 0.9176470588235294, 0.9647058823529412]
30	['found']	107.683	510	301	[0.8, 0.8, 0, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.0, 0.8, 0.8, 0.6, 0.8, 0.8, 0, 0.8, 0.8, 0, 0.8, 0.8, 0.8, 0, 0, 0.2, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.0, 0.8, 0.8, 0.8, 0, 0.8, 0.8, 0.2, 0.4, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 1.0]
31	[]	2658.721	270	180	[0.9523809523809523, 0, 0, 0.9523809523809523, 0.5238095238095238, 0.8571428571428571, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9285714285714286, 0.9523809523809523, 0.9523809523809523, 0, 0.9523809523809523, 0.9523809523809523, 0.8095238095238095, 0, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523]
32	['found']	462.357	560	390	[0.0, 0.6785714285714286, 0.8928571428571429, 0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.25, 0.8928571428571429, 0, 0.8571428571428571, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0, 0.0, 0.6785714285714286, 0.8928571428571429, 0.6428571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0, 0.0, 0.8928571428571429, 0, 0, 0, 0.0, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 1.0]
33	['timeout']	2008.817	1160	757	[0.9404761904761905, 0.9523809523809523, 0.4166666666666667, 0.9523809523809523, 0.0, 0.27380952380952384, 0.38095238095238093, 0.9404761904761905, 0.011904761904761904, 0.4523809523809524, 0.2857142857142857, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0, 0.9523809523809523, 0.21428571428571427, 0.5476190476190477, 0.9523809523809523, 0.9523809523809523, 0, 0.9404761904761905, 0.9523809523809523, 0.9523809523809523, 0, 0.2619047619047619, 0.4523809523809524, 0, 0.5952380952380952, 0, 0.17857142857142858, 0.7619047619047619, 0, 0.9523809523809523, 0, 0.10714285714285714, 0, 0.08333333333333333, 0.9523809523809523, 0.44047619047619047, 0.5476190476190477, 0.9523809523809523, 0.05952380952380952, 0.40476190476190477, 0.9523809523809523, 0, 0, 0.9523809523809523, 0.8809523809523809, 0, 0, 0.09523809523809523, 0.9523809523809523, 0.21428571428571427, 0.9523809523809523, 0.23809523809523808, 0, 0.2619047619047619, 0, 0.32142857142857145, 0, 0.23809523809523808, 0.9523809523809523, 0.32142857142857145, 0.6904761904761905, 0.047619047619047616, 0, 0.40476190476190477, 0.9523809523809523, 0.0, 0, 0, 0.9523809523809523, 0, 0.9523809523809523, 0.7619047619047619, 0, 0.9523809523809523, 0, 0, 0, 0.9523809523809523, 0, 0.5476190476190477, 0.9523809523809523, 0, 0.09523809523809523, 0.4642857142857143, 0.9404761904761905, 0.05952380952380952, 0.5952380952380952, 0, 0.9523809523809523, 0.047619047619047616, 0.9404761904761905, 0.9523809523809523, 0.11904761904761904, 0.10714285714285714, 0.0, 0.6190476190476191, 0.6190476190476191, 0.8809523809523809, 0, 0.03571428571428571, 0.9523809523809523, 0, 0.011904761904761904, 0.8809523809523809, 0.9523809523809523, 0, 0.9166666666666666, 0, 0.4523809523809524, 0.0, 0.8214285714285714]
